M01,M02,M03,M04,M05,M06,M07,M08,M09,M010,M011,M012,M013,M014,M015,M016,M017,M018,M019,M020,M021,M022,M023,M024,M025,M026,M027,M028,M029,M030,M031,M032,M033,M034,M035,M036,M037,M038,M039,M040,M041,M042,M043,M044,M045,M046,M047,M048,M049,M050,M051,M052,M053,M054,M055,M056,M057,M058,M059,M060,M061,M062,M063,M064,M065,M066,M067,M068,M069,M070,M071,M072,M073,M074,M075,M076,M077,M078,M079,M080,M081,M082,M083,M084,M085,M086,M087,M088,M089,M090,M091,M092,M093,M094,M095,M096,M097,M098,M099,M0100
gene 751,0,0,0,1.27875360095283,1.46239799789896,1.23044892137827,1.23044892137827,0,0,1.04139268515822,0,0,1.20411998265592,1.20411998265592,1.07918124604762,0,1.36172783601759,0,0,1.11394335230684,1.11394335230684,0,1.07918124604762,1.07918124604762,0,0,1.27875360095283,0,0,1.27875360095283,0,1.17609125905568,0,1.38021124171161,0.903089986991944,1.07918124604762,0,1,0,1.11394335230684,1.25527250510331,0,1.30102999566398,0,0,1.30102999566398,1.34242268082221,1.54406804435028,0,0,0,1.14612803567824,1.43136376415899,1.38021124171161,1.11394335230684,0,0,0.954242509439325,1.44715803134222,0,1.04139268515822,0,1.27875360095283,0,0,1.32221929473392,0,0,0,0,0,1.25527250510331,0,0,0,0.778151250383644,0,0,1.07918124604762,1,0,0,1.5910646070265,0,0,1.17609125905568,1.27875360095283,0,1.38021124171161,1.36172783601759,1.04139268515822,0,1.04139268515822,0,0,0,1.04139268515822,0,0,1.30102999566398
gene 752,0.477121254719662,1.11394335230684,0.698970004336019,1.32221929473392,0,1.14612803567824,1.11394335230684,0,1,0,0.903089986991944,0,1.14612803567824,1.20411998265592,0,1.11394335230684,1.43136376415899,0,1.07918124604762,0,0.477121254719662,0.778151250383644,1.11394335230684,1.14612803567824,0,0,0.778151250383644,0.602059991327962,0,1.11394335230684,0.778151250383644,0,0.845098040014257,0.698970004336019,0,0,1.11394335230684,0.602059991327962,1.04139268515822,1.23044892137827,1.17609125905568,1.14612803567824,0,0.778151250383644,0.301029995663981,0,0,0,0.954242509439325,0,0,0,0,1.11394335230684,0,0,0,1.04139268515822,0,0.698970004336019,0,0.301029995663981,0,0,0.778151250383644,0,1,1.20411998265592,0,0.301029995663981,1.27875360095283,1.27875360095283,0,0,0,1.11394335230684,0,0,0.602059991327962,1.25527250510331,0,0,1.38021124171161,0.954242509439325,0,0,1.34242268082221,1.17609125905568,0,0.845098040014257,0.903089986991944,0.778151250383644,0,0.903089986991944,1.41497334797082,0,1.20411998265592,0,0.698970004336019,0
gene 753,0.602059991327962,0,0.301029995663981,0,0,0.301029995663981,0.903089986991944,0,0,0,0,0.477121254719662,0,0.903089986991944,0,0.954242509439325,0.301029995663981,0,0,0.477121254719662,0,0,0,0,1.04139268515822,0,1.32221929473392,0,0,1.04139268515822,0.477121254719662,0,0.698970004336019,0.903089986991944,0.301029995663981,0,0.602059991327962,0,0.602059991327962,1.04139268515822,0,0,1.04139268515822,0,0,0,0.477121254719662,0.698970004336019,0.698970004336019,0,0.301029995663981,0,0,0,0.477121254719662,0,0.477121254719662,0,0,0.477121254719662,0.477121254719662,0,0.301029995663981,0.301029995663981,0,0.602059991327962,0,0,0.602059991327962,0,0,0,0.301029995663981,0,0,0,0.778151250383644,0,0,0.602059991327962,0,0,0,0.845098040014257,0,0.698970004336019,0.477121254719662,0.845098040014257,0.602059991327962,0.301029995663981,0.698970004336019,0,0,0,0.477121254719662,0,0,0.845098040014257,0,0
gene 754,0,0,0,0,0,1.36172783601759,0,0,0,0,0,1.53147891704226,1.46239799789896,1.41497334797082,0,1.54406804435028,1.44715803134222,0,0,1.17609125905568,0,1.36172783601759,1.36172783601759,0,1.23044892137827,0,1.47712125471966,1.04139268515822,1.20411998265592,1.39794000867204,1.46239799789896,0,0,0,0,1.14612803567824,1.55630250076729,0,1.47712125471966,0,0,0,1.50514997831991,0,0,0,1.25527250510331,0,1.23044892137827,0.845098040014257,0,0,1.32221929473392,1.46239799789896,0,1.23044892137827,1.46239799789896,1.30102999566398,1.53147891704226,0,0,0,1.20411998265592,1.17609125905568,1.27875360095283,0,0,1.04139268515822,0,1.07918124604762,0,1.25527250510331,1,1.14612803567824,0,0,1.23044892137827,0,1.25527250510331,1.30102999566398,0,0,0,1.14612803567824,1.27875360095283,0,1.50514997831991,1.34242268082221,1.25527250510331,0,0,1.11394335230684,1.38021124171161,1.20411998265592,1.38021124171161,0,1.34242268082221,1.54406804435028,0,1.32221929473392
gene 755,0,0,0,0.301029995663981,0.698970004336019,0,0.301029995663981,0,0.845098040014257,0,0.301029995663981,0.301029995663981,0.845098040014257,0,0,0,0.845098040014257,0,0,0.845098040014257,0,0.301029995663981,0.301029995663981,0.477121254719662,0,0,0,0,0,0,0.778151250383644,0,0,0.602059991327962,0.301029995663981,0,0.903089986991944,0,0,0,0,0.301029995663981,0.602059991327962,0,0,1.04139268515822,0,0,0,0,0,0,0,0.698970004336019,0,0,0,0.698970004336019,0,0,0,0.602059991327962,0,0,0,0,0,0,0.477121254719662,0,0,0,0,0.477121254719662,0.477121254719662,0,0.477121254719662,0.477121254719662,0,0,0.778151250383644,0.301029995663981,0.301029995663981,0.845098040014257,0.477121254719662,0,0,0.477121254719662,0.778151250383644,0.698970004336019,0.477121254719662,0,0,0.954242509439325,0,0,0,0,0.301029995663981,0.602059991327962
gene 756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene 757,0,0,0,0,1,0,0,1.47712125471966,1.14612803567824,1.20411998265592,0,0,0,0,0,0,0,0,1.17609125905568,1.11394335230684,0,1.60205999132796,0,1,0,1.39794000867204,1.44715803134222,0,1,1.23044892137827,1.36172783601759,1.32221929473392,1.27875360095283,1.36172783601759,0,1.07918124604762,0,0,0,0,1.14612803567824,1.34242268082221,0,1.11394335230684,1.43136376415899,1.27875360095283,1.07918124604762,1.14612803567824,0,0,0,1.20411998265592,1.41497334797082,0,0,1.04139268515822,0,0,1.32221929473392,0.698970004336019,1.53147891704226,0,0,0,1.44715803134222,0,0,1.25527250510331,1.39794000867204,0,1.41497334797082,1.27875360095283,1.23044892137827,1.14612803567824,0,0,0,1.23044892137827,0,0,0,1.11394335230684,0,0.954242509439325,1.07918124604762,0,1.41497334797082,0,0,0,1.25527250510331,0,1.30102999566398,1.25527250510331,0,1.04139268515822,0,1.44715803134222,0,1.17609125905568
gene 758,0.698970004336019,0,0,0,1.84509804001426,0.698970004336019,1,0,1.88649072517248,1,0.903089986991944,0,0.602059991327962,0.778151250383644,1.32221929473392,0.778151250383644,0,1.89209460269048,0,0,0.954242509439325,0.778151250383644,1.11394335230684,1.53147891704226,1.04139268515822,2.04921802267018,1.30102999566398,1.85125834871908,0,1,0,1,0,0,0,1.90848501887865,0,0.602059991327962,1.67209785793572,0,1,0,0,1.83250891270624,1.14612803567824,0,0,1.39794000867204,1.11394335230684,0.301029995663981,0.903089986991944,0,0,0,0,0.477121254719662,2.09691001300806,0,0,0.954242509439325,1.91907809237607,0,0,1.77085201164214,0,1.93449845124357,1.80617997398389,0,0,1.07918124604762,1.8750612633917,2.11394335230684,1.04139268515822,0.778151250383644,0,1,0,1.07918124604762,0.845098040014257,0,1,0,1.88649072517248,0,2.06069784035361,0,1.96848294855394,1.20411998265592,1.07918124604762,0,0,0.845098040014257,0,0,0.698970004336019,1.7160033436348,0,0,0.778151250383644,1.17609125905568
gene 759,0,2.03742649794062,2.12385164096709,0,0,1.54406804435028,0,1.56820172406699,2.05307844348342,1.51851393987789,0,0,1.44715803134222,0,1.30102999566398,0,2.11058971029925,0,1.95904139232109,0,1.75587485567249,0,0,2.05307844348342,1.73239375982297,2.11727129565576,0,0,2.02530586526477,1.69019608002851,1.99563519459755,1.70757017609794,1.72427586960079,0,1.51851393987789,2.09342168516224,1.61278385671974,0,2.21218760440396,1.70757017609794,0,0,1.85125834871908,0,0,1.90308998699194,0,1.69019608002851,1.69897000433602,0,0,0,1.99122607569249,1.70757017609794,0,1.41497334797082,0,1.61278385671974,0,0,0,0,0,1.96378782734556,0,0,1.98227123303957,2.1846914308176,1.64345267648619,1.60205999132796,0,2.23044892137827,0,0,0,1.65321251377534,1.65321251377534,1.44715803134222,0,0,0,2.12057393120585,2.3096301674259,1.54406804435028,2.22530928172586,1.6232492903979,2.16136800223497,0,0,0,0,1.46239799789896,1.41497334797082,1.57978359661681,1.44715803134222,2.13672056715641,2.25527250510331,0,1.49136169383427,1.50514997831991
gene 760,1.7160033436348,0,1.86923171973098,0,1.77085201164214,1.81291335664286,1.68124123737559,0,0,0,1.54406804435028,0,0,1.82607480270083,0,0,0,1.88081359228079,1.70757017609794,2.01703333929878,1.51851393987789,0,0,0,1.67209785793572,0,1.85733249643127,1.82607480270083,1.64345267648619,0,1.55630250076729,1.60205999132796,1.90848501887865,1.81954393554187,0,0,0,1.89209460269048,0,0,0,0,0,0,0,1.76342799356294,1.49136169383427,0,1.86923171973098,0,0,1.93449845124357,0,0,1.78532983501077,0,1.96848294855394,1.84509804001426,1.80617997398389,0,0,1.36172783601759,1.53147891704226,1.68124123737559,1.89762709129044,1.77815125038364,1.57978359661681,1.85125834871908,1.83884909073726,0,1.81291335664286,1.76342799356294,1.66275783168157,1.69019608002851,0,0,0,0,1.61278385671974,0,1.8750612633917,0,1.70757017609794,1.67209785793572,1.86923171973098,1.92941892571429,1.70757017609794,0,1.70757017609794,0,0,0,1.43136376415899,0,1.89762709129044,1.49136169383427,1.94448267215017,1.76342799356294,0,1.74036268949424
gene 761,0.301029995663981,0,0,0,0,0,0,1,0.602059991327962,0.698970004336019,1.04139268515822,0.954242509439325,0,0,0.477121254719662,0,0,1,0,1.20411998265592,0,0,0.602059991327962,0.477121254719662,0,0.477121254719662,0.477121254719662,0,0.301029995663981,0,0.602059991327962,0,0.602059991327962,0.477121254719662,0.301029995663981,0,0.778151250383644,0.477121254719662,0,1.07918124604762,0,0,0,0.845098040014257,1,0,0,0,0,0,0,0,0.301029995663981,0,0,0,0.903089986991944,0,0,0.477121254719662,0,0,0,0.477121254719662,0.301029995663981,0.778151250383644,0.301029995663981,0.301029995663981,0,0,0,0,0,0.301029995663981,0,0,0.954242509439325,0,0,0,0,0,0,0,0,0,0,0,0.602059991327962,0,0.845098040014257,0,0,0,0.477121254719662,0,0,0,0,0
gene 762,0,0,0,0,0,0,0,0,0,0,0,1.77085201164214,1.70757017609794,1.73239375982297,1.57978359661681,0,0,0,1.63346845557959,1.81291335664286,0,1.51851393987789,0,1.53147891704226,0,1.57978359661681,1.99563519459755,0,1.60205999132796,1.51851393987789,0,1.61278385671974,0,1.7481880270062,1.79239168949825,0,1.69897000433602,1.61278385671974,0,0,1.92427928606188,1.73239375982297,0,0,1.75587485567249,0,0,1.74036268949424,0,1.67209785793572,1.57978359661681,1.6232492903979,1.88081359228079,1.92427928606188,0,0,1.75587485567249,1.73239375982297,0,1.57978359661681,1.78532983501077,1.07918124604762,1.6232492903979,0,0,0,0,0,0,0,1.70757017609794,0,1.46239799789896,0,1.72427586960079,0,0,1.69897000433602,0,0,0,0,0,0,0,0,1.68124123737559,0,1.54406804435028,0,0,1.69897000433602,1.60205999132796,0,0,0,1.53147891704226,0,1.68124123737559,0
gene 763,0,1.49136169383427,1.54406804435028,0,1.27875360095283,1.47712125471966,1.76342799356294,1.61278385671974,1.49136169383427,0,0,1.56820172406699,0,1.73239375982297,1.38021124171161,0,1.36172783601759,0,1.51851393987789,1.77815125038364,1.07918124604762,1.41497334797082,0,0,0,0,1.65321251377534,1.25527250510331,0,0,1.25527250510331,1.46239799789896,1.78532983501077,1.50514997831991,1.47712125471966,1.56820172406699,1.46239799789896,0.845098040014257,1.51851393987789,0,0,0,0,0,1.64345267648619,1.65321251377534,0,1.39794000867204,1.47712125471966,1.53147891704226,0,0,1.56820172406699,0,1.66275783168157,0,1.44715803134222,0,0,0,0,1.11394335230684,1.36172783601759,1.46239799789896,0,1.07918124604762,1.49136169383427,0,0,1.23044892137827,1.27875360095283,1.49136169383427,0,0,1.60205999132796,1.55630250076729,0,0,1.11394335230684,0,0,1.50514997831991,1.46239799789896,1.49136169383427,0,0,0,0,0,0,1.46239799789896,0,0,0,1.66275783168157,0,0,0,0,0
gene 764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301029995663981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene 765,0.301029995663981,0,0,0,0,0.301029995663981,0,0,0.954242509439325,0,0.301029995663981,0,0,0.477121254719662,0,0,0,0,0,0,0,0,0,0,0.301029995663981,0,0,0.301029995663981,0,0,0,0,0,0,0,0,0,0,0,0,0,0.845098040014257,0,0.602059991327962,0,0,0,0,0.301029995663981,0,0,0,0,0,0,0,0.301029995663981,0,0,0,0,0,0,0,0,0.301029995663981,0,0,0,0,0.301029995663981,0,0,0,0.301029995663981,0,0,0,0,0,0,0,0,0,0.301029995663981,0,0,0,0,0,0,0,0,0.477121254719662,0,0,0,0,0.477121254719662,0
gene 766,0,0,0,0,0,0.778151250383644,0,0,1,0.778151250383644,0.778151250383644,0.477121254719662,0,0.845098040014257,0,0.602059991327962,0.602059991327962,0,0,0.477121254719662,0.602059991327962,0.301029995663981,0,0,0,0.698970004336019,0.602059991327962,0.845098040014257,0.778151250383644,0,0,0,0,0.778151250383644,0,0.477121254719662,0.845098040014257,0.301029995663981,0,0.778151250383644,0.954242509439325,0,0,0.301029995663981,0.698970004336019,0.698970004336019,0,0,0,0,0.602059991327962,0,0,0,0,0,0,0,0,0,0,0,0.698970004336019,0,0.954242509439325,0.477121254719662,0,0,0,0,0.845098040014257,0,0,0,0,0.698970004336019,0,0.301029995663981,0,0,0,0,0,0.698970004336019,0.602059991327962,0,0,0,0,0.698970004336019,0,0.698970004336019,0,0,0,0.301029995663981,0,0,0.301029995663981,0
gene 767,0,1.07918124604762,1.23044892137827,1.41497334797082,0,1.20411998265592,1.23044892137827,0,0.954242509439325,0,1.17609125905568,1.36172783601759,1.27875360095283,0,0,0,0,0,1.23044892137827,0,0.903089986991944,0,0,0,1,1.17609125905568,1.53147891704226,1.49136169383427,0,0,1.20411998265592,0,0,1.30102999566398,0,1.17609125905568,0.845098040014257,0,0,0,0,1.39794000867204,1.25527250510331,0,0,1.25527250510331,0,0,0.845098040014257,0,0,0.954242509439325,1.55630250076729,0,1.20411998265592,0,0,0,1.49136169383427,0.954242509439325,1.04139268515822,0.845098040014257,1.34242268082221,0,0.845098040014257,1.32221929473392,1.11394335230684,0,1.23044892137827,1.34242268082221,1.34242268082221,1.17609125905568,1.27875360095283,0,0,0,0,1.11394335230684,1.20411998265592,0,1.43136376415899,1.34242268082221,1.32221929473392,0.954242509439325,0.778151250383644,1.53147891704226,1.39794000867204,1.17609125905568,0,1.11394335230684,0,0,0,0,1.20411998265592,1.30102999566398,1.32221929473392,1.47712125471966,0,1.04139268515822
gene 768,0.477121254719662,1.41497334797082,0,0,0.845098040014257,0,0.301029995663981,0,0.845098040014257,1.04139268515822,0,0,0.602059991327962,0,1.11394335230684,0,0,1.04139268515822,0,0.602059991327962,0,0.698970004336019,0.698970004336019,0,0.477121254719662,0,0.602059991327962,1.07918124604762,0,0,1.11394335230684,0.477121254719662,0.903089986991944,0,0.477121254719662,0,0.698970004336019,1.11394335230684,0.477121254719662,0,0,0.903089986991944,0,0,0.477121254719662,0.477121254719662,0,0.778151250383644,0,0,0,1,0.954242509439325,0.602059991327962,0,0,0,0,0,0,0.602059991327962,1.11394335230684,0,0,0,0,0,0,0,0,0,0,0,0,0.778151250383644,0.602059991327962,0.845098040014257,0.698970004336019,0.301029995663981,0.845098040014257,0,0.602059991327962,0.954242509439325,0.602059991327962,0,0,1,0.698970004336019,0,0.778151250383644,0,0.301029995663981,0,0.602059991327962,0,0.698970004336019,1.51851393987789,0,0,0
gene 769,1.77085201164214,0,1.77085201164214,2.09691001300806,1.74036268949424,2.04532297878666,0,1.86332286012046,1.96378782734556,0,0,2.13672056715641,1.99122607569249,1.95424250943932,1.7160033436348,0,0,2.02530586526477,1.90848501887865,0,0,1.93951925261862,0,0,0,1.94448267215017,0,0,0,0,0,2.08278537031645,0,2.06069784035361,1.90308998699194,1.7160033436348,2.03342375548695,0,1.68124123737559,2.03342375548695,1.95904139232109,0,0,1.69019608002851,0,0,1.81954393554187,2.04921802267018,2.11727129565576,1.86923171973098,1.53147891704226,1.83250891270624,1.97772360528885,0,1.85733249643127,0,0,1.95424250943932,1.91907809237607,0,2.00860017176192,0,0,1.82607480270083,1.89209460269048,1.91381385238372,1.79934054945358,1.81291335664286,1.97772360528885,0,0,1.85733249643127,1.89762709129044,1.6232492903979,1.94448267215017,0,1.95424250943932,1.83884909073726,1.57978359661681,0,2.01283722470517,0,1.83884909073726,0,2.0899051114394,1.89762709129044,1.94939000664491,1.85733249643127,1.95424250943932,0,1.83250891270624,2.01703333929878,0,1.83250891270624,1.91907809237607,0,1.85733249643127,2.10720996964787,1.55630250076729,1.90848501887865
gene 770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301029995663981,0,0,0,0,0,0,0,0,0,0,0.477121254719662,0,0,0,0,0
gene 771,1.32221929473392,0,1.44715803134222,0,0,0,1.46239799789896,1.46239799789896,1.20411998265592,1.20411998265592,1.34242268082221,0,1.34242268082221,0,1.20411998265592,0,1.32221929473392,1.38021124171161,1.41497334797082,1.44715803134222,1.32221929473392,1.07918124604762,1.14612803567824,1.25527250510331,0,0,1.76342799356294,0,1,1,1.11394335230684,0,0,0,0,0,0,0.778151250383644,0,0,1.50514997831991,1.30102999566398,1.44715803134222,1,1.61278385671974,1.34242268082221,1.34242268082221,1.67209785793572,0,0,0,0,0,0,0,1.23044892137827,1.55630250076729,1.47712125471966,1.25527250510331,1.30102999566398,1,1,0,0,0,0,1.38021124171161,1.11394335230684,1.07918124604762,1.27875360095283,1.39794000867204,0,1.44715803134222,0,0,1.32221929473392,0,0,0.903089986991944,0,0,1.20411998265592,1.34242268082221,0,1.56820172406699,0,0,0,1.34242268082221,1.25527250510331,1.25527250510331,1.36172783601759,1.23044892137827,0,1.23044892137827,0.954242509439325,1.47712125471966,1.47712125471966,0,0
gene 772,0,0,0,1.64345267648619,0,0,1.69019608002851,1.54406804435028,1.74036268949424,1.69019608002851,1.51851393987789,0,0,1.68124123737559,0,0,0,0,1.7160033436348,0,0,0,1.32221929473392,1.55630250076729,0,0,0,0,0,1.69019608002851,1.61278385671974,1.82607480270083,1.81954393554187,1.7160033436348,0,1.60205999132796,0,1.32221929473392,1.6232492903979,1.78532983501077,1.77085201164214,1.6232492903979,1.7160033436348,0,0,1.66275783168157,1.6232492903979,0,1.66275783168157,0,1.20411998265592,0,1.63346845557959,1.66275783168157,1.76342799356294,0,1.55630250076729,1.63346845557959,1.81954393554187,0,1.60205999132796,1.07918124604762,1.46239799789896,0,0,1.39794000867204,0,1.57978359661681,1.61278385671974,1.32221929473392,0,1.5910646070265,0,0,0,1.97772360528885,1.47712125471966,0,0,0,0,0,1.69897000433602,0,1.83250891270624,0,1.63346845557959,1.65321251377534,1.86923171973098,0,1.56820172406699,1.79934054945358,0,0,1.5910646070265,1.55630250076729,0,1.64345267648619,1.57978359661681,0
gene 773,1.51851393987789,1.66275783168157,0,1.51851393987789,0,1.5910646070265,0,1.6232492903979,0,1.68124123737559,1.72427586960079,1.80617997398389,1.77085201164214,0,0,1.77085201164214,1.85125834871908,1.69019608002851,1.67209785793572,1.53147891704226,0,1.72427586960079,0,0,1.65321251377534,1.81291335664286,1.8750612633917,0,0,0,1.69019608002851,0,0,0,1.83884909073726,0,0,1.57978359661681,1.53147891704226,0,1.75587485567249,1.83884909073726,0,0,1.7481880270062,1.86923171973098,0,1.69019608002851,1.81954393554187,1.75587485567249,1.23044892137827,1.68124123737559,1.85125834871908,2,1.80617997398389,0,1.7481880270062,1.82607480270083,1.83250891270624,0,1.61278385671974,0,0,1.69019608002851,1.63346845557959,1.56820172406699,0,0,1.30102999566398,1.53147891704226,0,0,1.6232492903979,1.69019608002851,1.90308998699194,0,0,1.67209785793572,0,1.38021124171161,0,1.69897000433602,1.72427586960079,1.76342799356294,1.56820172406699,0,0,1.5910646070265,1.79934054945358,0,0,1.70757017609794,1.56820172406699,1.82607480270083,1.70757017609794,0,0,0,1.43136376415899,1.81291335664286
gene 774,0,1.55630250076729,1.66275783168157,0,1.49136169383427,0,0,0,0,0,0,1.69019608002851,1.80617997398389,0,1.20411998265592,1.64345267648619,0,0,1.65321251377534,0,1.51851393987789,0,1.43136376415899,0,1.75587485567249,1.69897000433602,0,1.54406804435028,0,1.70757017609794,1.5910646070265,1.78532983501077,1.51851393987789,1.66275783168157,1.46239799789896,1.6232492903979,1.6232492903979,0,1.60205999132796,0,0,1.46239799789896,1.74036268949424,1.38021124171161,0,1.88081359228079,0,0,0,0,0,1.47712125471966,1.7160033436348,0,1.6232492903979,0,0,0,1.34242268082221,1.55630250076729,1.5910646070265,1.50514997831991,1.36172783601759,0,1.65321251377534,1.41497334797082,0,1.64345267648619,0,0,0,0,0,0,1.60205999132796,1.55630250076729,1.60205999132796,1.38021124171161,0,1.49136169383427,1.60205999132796,1.34242268082221,1.46239799789896,0,0,0,0,0,1.74036268949424,1.64345267648619,0,0,0,1.80617997398389,1.70757017609794,1.67209785793572,0,0,1.50514997831991,1.43136376415899
gene 775,0,0,0,0.778151250383644,0.903089986991944,0.778151250383644,0,0,1.07918124604762,0,0,0.845098040014257,0,1,0.698970004336019,0,1.30102999566398,0,0,0,0,0,0,0.301029995663981,0,0,0,0.477121254719662,0,0,0,0,0.954242509439325,0,0,0.845098040014257,0,0,1.14612803567824,0,0,1.07918124604762,0,0.903089986991944,0.778151250383644,0.602059991327962,0,0,0,0.778151250383644,1.14612803567824,0,0,0,0.954242509439325,0,0,1.07918124604762,0,0.954242509439325,0.698970004336019,0,0,0,0,0,0,0,0,0,0,0,0,0.845098040014257,0,0.778151250383644,0,0,0.698970004336019,0.602059991327962,0.903089986991944,0,0.954242509439325,0.778151250383644,0.301029995663981,0.477121254719662,0.698970004336019,0.778151250383644,0,0,0,0,0.477121254719662,0.602059991327962,0,0,0.845098040014257,0,0.602059991327962,0
gene 776,0.903089986991944,0,0,0.845098040014257,0,0.698970004336019,1.39794000867204,0,1,0.954242509439325,0,0,1,1.17609125905568,0.903089986991944,0,0,0,0,0,0,0,0.845098040014257,0.954242509439325,0,1.25527250510331,1.27875360095283,0,1,0,0,1,1.27875360095283,0,1.30102999566398,0.778151250383644,0,0.903089986991944,1.25527250510331,0,0,0,1.04139268515822,0,0,1.17609125905568,0,0.903089986991944,0.903089986991944,0,0.698970004336019,1.11394335230684,0,1.36172783601759,1.32221929473392,1.32221929473392,0,0,1.25527250510331,0.602059991327962,0,0,0.845098040014257,0,0,1.27875360095283,0,0.778151250383644,0,0.903089986991944,0,0.778151250383644,0.602059991327962,0.698970004336019,1.27875360095283,0,0.845098040014257,1.20411998265592,0.778151250383644,0.954242509439325,0.954242509439325,0.698970004336019,0.845098040014257,0.903089986991944,0,0,1.14612803567824,1.04139268515822,1.46239799789896,1.07918124604762,0,0.954242509439325,0.845098040014257,0.301029995663981,0,0,1.34242268082221,0,0,0.954242509439325
gene 777,0,0,1.46239799789896,0,0,1.5910646070265,0,1.43136376415899,0,1.43136376415899,1.65321251377534,0,1.54406804435028,0,1.23044892137827,0,0,0,1.70757017609794,1.27875360095283,1.27875360095283,1.49136169383427,0.903089986991944,1.30102999566398,0,1.65321251377534,0,0,0,1.51851393987789,1.57978359661681,0,1.65321251377534,1.44715803134222,1.23044892137827,0,0,0,0,1.7481880270062,1.79239168949825,0,1.5910646070265,0,0,1.65321251377534,1.44715803134222,0,1.30102999566398,0,1.30102999566398,0,1.34242268082221,0,1.65321251377534,0,0,1.64345267648619,0,0,0,1,1.38021124171161,0,1.51851393987789,1.36172783601759,0,0,1.36172783601759,0,1.53147891704226,1.30102999566398,1.27875360095283,1.53147891704226,0,1.50514997831991,1.41497334797082,0,1.27875360095283,1.41497334797082,0,1.11394335230684,1.49136169383427,1.38021124171161,1.5910646070265,1.27875360095283,0,0,0,0,1.36172783601759,0,0,1.67209785793572,1.46239799789896,1.44715803134222,0,1.34242268082221,1.36172783601759,1.41497334797082
gene 778,2.83505610172012,3.04805317311561,3.21218760440396,0,0,0,0,3.01870049866624,0,0,0,3.27646180417324,3.07736790528416,2.91434315711944,0,2.86332286012046,3.4072208929274,0,0,3.21669359916975,0,2.87794695162919,0,3.02284061087653,2.89097959698969,3.29003461136252,3.17897694729317,0,3.00560944536028,2.81491318127507,0,3.08493357493672,0,2.94939000664491,0,3.19089171692217,2.93196611472817,2.81557774832427,3.16583762469013,0,0,2.90471554527868,3.00860017176192,3.12678057701201,0,3.11991541025799,0,2.99166900737995,2.95472479097906,2.89597473235906,2.69897000433602,3.13449585583467,0,0,3.22427401429426,0,0,0,2.93399316383124,2.7979596437372,3.12613140726198,0,2.89597473235906,3.29776051109913,0,3.20167017964658,3.14457420760962,0,2.76715586608218,2.89542254603941,0,3.24328614608345,0,2.81690383937566,2.9434945159061,0,0,0,2.70926996097583,3.12548126570059,3.05269394192497,3.18610837981321,3.2523675144599,0,3.34399906905716,0,3.27737997466725,0,2.96941591235398,2.91907809237607,3.02734960777476,2.88705437805096,2.65896484266444,0,2.90308998699194,3.1264561134318,3.33061666729444,0,0,2.96801571399364
gene 779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene 780,0.845098040014257,0.903089986991944,0.903089986991944,1.34242268082221,0,0.845098040014257,0,1.7160033436348,0,0.845098040014257,1.07918124604762,0,1.07918124604762,0,0,1.14612803567824,0,1.07918124604762,1,1.14612803567824,0.301029995663981,0,0.778151250383644,0,0.954242509439325,0,0,1.14612803567824,0,0,0.602059991327962,0,1.14612803567824,0.954242509439325,0,1.07918124604762,0.698970004336019,0,0,0,0,0,1,1,0,0,0,0.903089986991944,0,1,0,0.698970004336019,0,1.14612803567824,0,0,0,0,0,0,1.14612803567824,0,0.477121254719662,1.04139268515822,0.845098040014257,0,0,0,0.954242509439325,0,0,0,0.845098040014257,0,0.477121254719662,0.845098040014257,1.14612803567824,0,0.602059991327962,0,0,0,0,0.845098040014257,0,1.39794000867204,0,0,0,0,0,0,0.698970004336019,1.04139268515822,1.07918124604762,0.954242509439325,1.20411998265592,1.14612803567824,0.698970004336019,0
